candidate_id,candidate_path,query,variant,operator_query,seo_frequency,returned_phrase,frequency_status,match_method,seo_region_id,seo_region,seo_period,seo_devices,observed_at,source_url
"mount-recess","/kronshteyn-dlya-televizora-v-nishe/","кронштейн для телевизора в нише","phrase_ordered","""[кронштейн для телевизора в нише]""","21","кронштейн для телевизора в нишу","measured","single_operator_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-screw-recess","/kreplenie-televizora-s-utoplennymi-vesa-otverstiyami/","проставки для телевизора","phrase_ordered","""[проставки для телевизора]""","214","проставка для телевизора","measured","single_operator_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-screw-recess","/kreplenie-televizora-s-utoplennymi-vesa-otverstiyami/","утопленные отверстия vesa","phrase_ordered","""[утопленные отверстия vesa]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-small-vesa-adapter","/perekhodnik-vesa-dlya-televizora/","переходник vesa для телевизора","phrase_ordered","""[переходник vesa для телевизора]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-soundbar-clearance","/rasstoyanie-mezhdu-televizorom-i-saundbarom/","расстояние между телевизором и саундбаром","phrase_ordered","""[расстояние между телевизором и саундбаром]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-stud-spacing","/shag-stoek-dlya-kronshteyna-televizora/","шаг стоек кронштейна","phrase_ordered","""[шаг стоек кронштейна]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-table-clearance","/otstup-televizora-ot-potolka-pri-montazhe/","телевизор расстояние до потолка","phrase_ordered","""[телевизор расстояние до потолка]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-tile-wall","/televizor-na-stenu-s-plitkoy/","телевизор на плитку","phrase_ordered","""[телевизор на плитку]""","124","телевизор на плитке","measured","single_operator_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-ventilation","/ventilyatsionnyy-zazor-televizora-na-stene/","вентиляция телевизора на стене","phrase_ordered","""[вентиляция телевизора на стене]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-vesa-200x100","/vesa/200x100/","vesa 200x100","phrase_ordered","""[vesa 200x100]""","427","vesa 200x100","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-vesa-400x200","/vesa/400x200/","vesa 400x200","phrase_ordered","""[vesa 400x200]""","199","vesa 400x200","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-vesa-400x300","/vesa/400x300/","vesa 400x300","phrase_ordered","""[vesa 400x300]""","383","vesa 400x300","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-wall-clearance","/zazor-mezhdu-televizorom-i-stenoy/","зазор телевизора от стены","phrase_ordered","""[зазор телевизора от стены]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-wall-plate-width","/razmer-ploshchadki-kronshteyna-na-stene/","размер площадки кронштейна","phrase_ordered","""[размер площадки кронштейна]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
"mount-wood-wall","/televizor-na-derevyannuyu-stenu/","телевизор на деревянную стену","phrase_ordered","""[телевизор на деревянную стену]""","293","телевизор на деревянной стене","measured","single_operator_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-09-23T15:35:50.436Z","https://wordstat.yandex.ru/"
